cid	text	author	votes	heart	paid	category	Entext	flair_sent_fast	flair_sent_en	pysent_sent	pysent_emot	pysent_hate	offense
UgwpSQZZygJgmEX6_EF4AaABAg	മാഷാ അല്ലഹ്	TastyTasty Tasty	1	True	None	Howto_and_Style	Masha Allah	('POSITIVE', 0.8269731998443604)	('NEGATIVE', 0.5827848315238953)	NEU:  	others: 	:	0
Ugx20YTwo-rXECy7jNh4AaABAg	മാഷാ അള്ളാ നല്ലൊരു വീഡിയോ നമ്മൾ ഒരുപാട് പ്രാവശ്യം അവിടെ പോയിട്ടുണ്ട് എന്റെ മോള് അങ്കമാലി ഡീപോൾ കോളേജിലായിരുന്നു എൻജിനീയറിങ്ങിന് പഠിച്ചത് ഇതുപോലെ നല്ല വീഡിയോ ഇനിയും കാത്തിരിക്കും 	angotto ingotto 👍	1	True	None	Howto_and_Style	Masha Allah nice video we have been there many times my mole ankamali studied engineering in depaul college will wait for more good video like this	('POSITIVE', 0.8738808631896973)	('POSITIVE', 0.7884501218795776)	POS: 	joy: 	:	0
Ugwg5EEh2FLvev5W2I94AaABAg	പടച്ചവൻ അദ്ദേഹത്തിന്റെ ഖബർ  സ്വർഗ്ഗത്തോപ്പാക്കിക്കൊടുക്കട്ടെ-ആമീൻ 	arsala aysha vlogs	3	True	None	Howto_and_Style	May the builder make his grave a heaven - Amen	('POSITIVE', 0.531932532787323)	('POSITIVE', 0.9783493280410767)	POS: 	others: 	:	0
UgwfoI7t71DQdFdRjD94AaABAg	നമ്മുടെ സുരക്ഷക്കയാണ് ലോക്ക്ഡൗൺ എന്ന് മറന്നുപോകരുത്അതുമറന്നു പോയാൽ നമ്മുടെ നാട് ശവപ്പറമ്പായി മാറിയേക്കാം	Nikhil2k20	3	True	None	Howto_and_Style	Do not forget that the lockdown is for our safety, if we forget it, our country may turn into a graveyard	('POSITIVE', 0.5909132361412048)	('NEGATIVE', 0.7336961627006531)	NEU: 	fear: 	: 	0
UgzuUGAOKLBXPyaJyep4AaABAg	സൂപ്പർ ഐസ് ക്രീം 	രസകരമായ കര്യങ്ങൾ	0	False	None	Howto_and_Style	Super Ice Cream	('POSITIVE', 0.9915189146995544)	('POSITIVE', 0.9997451901435852)	POS: 	others: 	:	0
Ugyp8GnpzaGjhZpfcSZ4AaABAg	ബിരിയാണി പൊളിച്ചു 	Saidu cooking	1	True	None	Howto_and_Style	Biryani was demolished	('NEGATIVE', 0.9798521399497986)	('NEGATIVE', 0.9831928014755249)	NEU: 	others: 	:	0
UgwU9ZeVEXnOwr6PGc94AaABAg	അടിപൊളി 	Anish Soman kavithakal	1	True	None	Howto_and_Style	Very good	('POSITIVE', 0.9928646087646484)	('POSITIVE', 0.9868872761726379)	POS: 	joy: 	:	0
Ugy9AR8CutczASLFRA54AaABAg	ചെമ്മീൻ കറി നന്നായി	Gangadharan Aril	1	True	None	Howto_and_Style	Prawn curry is good	('POSITIVE', 0.9746280312538147)	('POSITIVE', 0.9952326416969299)	POS: 	others: 	:	0
Ugz1LA50XhHq6qC8_YV4AaABAg	സൂപ്പർ എല്ലാം ഒന്നിനൊന്ന് മെച്ചം സൂപ്പർ	Aji Jai	0	True	None	Howto_and_Style	Super everything is better than one super	('POSITIVE', 0.9936150312423706)	('POSITIVE', 0.9988508224487305)	POS: 	others: 	:	0
UgzRQkc_1xEQuXY8IId4AaABAg.9M8rO6lmysj9M8t8bBRxLe	പലതും ഓർഡർ വർക്കായിരുന്നു ചിലത് മാത്രം കൈവശം ഉള്ളൂ	Prince Konganoor Art Painting	1	False	None	Howto_and_Style	Many were order work and only a few are in possession	('POSITIVE', 0.8785672187805176)	('NEGATIVE', 0.8723665475845337)	NEU: 	others: 	:	0
UgxghxMp2Bs9CSU333N4AaABAg	യാ മോനേ പൊളി സാധനം 	The King Of Guppies	6	True	None	Howto_and_Style	Oh man, cool stuff	('POSITIVE', 0.9959923624992371)	('POSITIVE', 0.9996981620788574)	POS: 	joy: 	:	0
UgzVTIFXVcio2hMyt5N4AaABAg	പൊളി  വീഡിയോ ഇത്രേം ക്ഷമയോടെ ഇത് പകർത്താൻ ഉണ്ടായ മനസിന് ബിഗ് സല്യൂട്ട് മുഴുവൻ കണ്ടിരുന്നു പോയി	siyasadikp946 siyasadikp946	1	True	None	Howto_and_Style	Big salute to the man who had the patience to capture this video after watching the whole thing	('POSITIVE', 0.7433841228485107)	('NEGATIVE', 0.5620093941688538)	POS: 	joy:  	:	0
Ugx2NQauI8kRG-9h_X94AaABAg	നന്നായിട്ടുണ്ട്	Shabna''s Kitchen & Vlog	0	True	None	Howto_and_Style	It's fine	('POSITIVE', 0.9238592982292175)	('POSITIVE', 0.9761866331100464)	POS: 	others: 	:	0
Ugx5YsHLbrmnrk4fVbB4AaABAg	അടിപൊളി റെസിപ്പി 	Samad	1	True	None	Howto_and_Style	Cool recipe	('POSITIVE', 0.9874829053878784)	('POSITIVE', 0.9975218176841736)	POS: 	joy: 	:	0
UgxsjhYiCa8mmJ8vyqR4AaABAg	ചാള 	Vava Nishad	3	True	None	Howto_and_Style	Chala	('POSITIVE', 0.6549701690673828)	('NEGATIVE', 0.8514786958694458)	NEU: 	others: 	:	0
UgyD0_s96pCocxMXx8t4AaABAg	ഇറാനി പോള സൂപ്പർ 	vaigas world	0	False	None	Howto_and_Style	Irani Paula Super	('POSITIVE', 0.9708641767501831)	('POSITIVE', 0.8436837792396545)	NEU: 	others: 	:	0
UgwZrB45r-mZvHXr3Lh4AaABAg	സൂപ്പർ 	Azminz Tasty planet	0	True	None	Howto_and_Style	Super	('POSITIVE', 0.9692316651344299)	('POSITIVE', 0.9972904920578003)	POS: 	others: 	:	0
UgzDOgif4l0Oc8cqmGF4AaABAg	സൂപ്പർ	Rashid Rashid Rashi	0	True	None	Howto_and_Style	Super	('POSITIVE', 0.9692316651344299)	('POSITIVE', 0.9972904920578003)	POS: 	others: 	:	0
UgwTkwYP4iBo2Colpp94AaABAg	നല്ല സമയം ഇവിടെ ചായ കുടിച്ചു കൊണ്ടിരിക്കുന്നു	The House Wife	0	False	None	Howto_and_Style	Having a good time drinking tea here	('POSITIVE', 0.9964612126350403)	('POSITIVE', 0.9935266971588135)	POS: 	joy: 	:	0
UgzL1A3FXnYQT8Oprkh4AaABAg	ഇൻഷ അള്ള	Vaidhya Family	1	True	None	Howto_and_Style	Insha Allah	('POSITIVE', 0.7415392398834229)	('POSITIVE', 0.970241367816925)	POS: 	others: 	:	0
UgzEiFsN9jsV2Cw91R94AaABAg	മനോഹരം ആയി ഇരിക്കുന്നു	Ponnuse Planet	1	True	None	Howto_and_Style	It looks beautiful	('POSITIVE', 0.996161937713623)	('POSITIVE', 0.9811583757400513)	POS: 	joy: 	:	0
Ugy8zpJBHyognKxJChV4AaABAg	33 പഴയ കാഴ്ചകൾ ഒരു സുഖമാണ്	HP Creations	1	True	None	Howto_and_Style	33 Old sights are a pleasure	('POSITIVE', 0.9915366172790527)	('POSITIVE', 0.9926609992980957)	POS: 	joy: 	:	0
UgyhnMu3D709iS0ntCZ4AaABAg	ഹൃദയം നിറഞ്ഞ ഈദ് മുബാറക് 	AKKU മല പാല	2	True	None	Howto_and_Style	A hearty Eid Mubarak	('POSITIVE', 0.9926331639289856)	('POSITIVE', 0.9782798886299133)	POS: 	joy: 	:	0
UgxTFDD_0kcq2k3MevB4AaABAg	നന്നാവുനുണ്ട്	Shebeers art vlogs	0	True	None	Howto_and_Style	There is good	('POSITIVE', 0.9128707051277161)	('POSITIVE', 0.9709227085113525)	POS: 	joy: 	:	0
UgzUGBQ_Z7wO8RdPrOR4AaABAg	ഞാൻ ചകിരി ചോറ് വാങ്ങുവാൻ ഇരിക്കുവായിരുന്നു ഇനി ഇങ്ങനെ ചെയ്താൽ മതിയല്ലോ പിന്നെ വെറ്റുന്ന കണ്ടപ്പോൾ കൈ മുറിയുമോ എന്നു പേടിച്ചു 	Blessing Life India	0	True	None	Howto_and_Style	I was sitting down to buy Chakiri rice and I was afraid that I would cut my hand when I saw that it was being cut.	('NEGATIVE', 0.9271389842033386)	('NEGATIVE', 0.9994608759880066)	NEG: 	fear: 	:	0
Ugx28OVjI0PPsIUduGZ4AaABAg.9R8v9BeEg7b9R8wTmorYAc	പാഴ്സൽ എന്തിനാ ഇങ്ങോട്ടു വാ ഓണം ഇവിടെ ഉണ്ണാം 	Kerala Life Vlog by Orotti Food Channel	0	False	None	Howto_and_Style	Why did the parcel come here?	('POSITIVE', 0.9009763598442078)	('NEGATIVE', 0.998282790184021)	NEG: 	others: 	:	0
UgxddYl-69Ar-QARJiV4AaABAg	അനായാസമായ പാചകം	Ruah Musical Studios	6	True	None	Howto_and_Style	Easy cooking	('POSITIVE', 0.9909799695014954)	('POSITIVE', 0.9996551275253296)	POS: 	others: 	:	0
UgxoHj8hL3lUhBu6xwt4AaABAg.8zZwSrwOL408zZx3lPmiTx	സ്വല്പം ഭ്രാന്തുണ്ടേ 	Tutor Malayalam	0	False	None	Howto_and_Style	A little crazy	('NEGATIVE', 0.6582215428352356)	('NEGATIVE', 0.695178747177124)	NEG:  	others: 	:	0
UgyNglkm_c-9BZhJqqh4AaABAg.8ecijB1zKk78edoQeVDaVy	അതിന് ആധാറുമായി ബന്ധിപ്പിക്കുന്നതിനെക്കുറിച്ചല്ലല്ലോ ഈ വീഡിയോ നിയമവിരുദ്ധമായിട്ടുള്ള ഒന്നും ഈ വീഡിയോയിൽ കാണിച്ചിട്ടുമില്ല ഈ വീഡിയോയുടെ ഉദ്ദേശ്യമെന്താണെന്ന് 009 ൽ വ്യക്തമാക്കിയിട്ടുണ്ട്	Tutor Malayalam	1	False	None	Howto_and_Style	It is not about Aadhaar linking and this video has not shown anything illegal and 009 has made it clear what the purpose of this video is.	('NEGATIVE', 0.9650582671165466)	('NEGATIVE', 0.9932772517204285)	NEU: 	others: 	:	0
UgxSeTSEONO0aMFN5DB4AaABAg	400 പരിചയം ഉള്ള സ്ഥലത്തു പോയ കോവിഡ് വരില്ല എന്ന അറിവ് നൽകിയ ചേച്ചി മരണ മാസ്സ്	Rahul Rahul	1	False	None	Howto_and_Style	400 sister who went to a familiar place and gave knowledge that covid will not come	('NEGATIVE', 0.8230587840080261)	('NEGATIVE', 0.8606218695640564)	NEU: 	others: 	:	0
UgzJ88PCD2YtiUQOjB14AaABAg	വീടിയോ കാണുന്നവർ  ഒന്ന്  സപ്പോർട്ട്  ചെയ്യണേ	AMMINIKKAD CREATIONS	2	True	None	Howto_and_Style	Those who see the house should support	('POSITIVE', 0.9804607033729553)	('POSITIVE', 0.9854344129562378)	POS: 	others: 	:	0
Ugy7U0QxSqTlwETMsih4AaABAg	മികച്ച വിഡിയോ ഇനിയും പ്രതീക്ഷിക്കുന്നു  തിരിച്ചു വന്നില്ലെങ്കിൽ  സ്വഗതം	Inspire we talk	2	True	None	Howto_and_Style	Still hoping for a better video, welcome back if not	('NEGATIVE', 0.9954711198806763)	('NEGATIVE', 0.997883141040802)	POS:  	others: 	:	0
Ugw3J65ePpW_qd07BZ14AaABAg	എന്തൊക്കെ യാട  ഇത്	Shafeeq Shafeeq	1	True	None	Howto_and_Style	What the hell is this?	('NEGATIVE', 0.804042637348175)	('NEGATIVE', 0.9990103244781494)	NEG: 	others: 	:	1
Ugwu34ff0QH3Uvvl9c54AaABAg	പൊളിച്ചു ട്ടോ	roy 3 R Videos	0	True	None	Howto_and_Style	Broke it down	('NEGATIVE', 0.9993139505386353)	('NEGATIVE', 0.9996243715286255)	NEU: 	others: 	:	0
UgxVT5SYa-ux-kg5IIV4AaABAg	വീഡിയോ സൂപ്പർ അവതരണം പൊളിച്ചു 	JP Interior Studio	1	True	None	Howto_and_Style	The video super presentation was demolished	('NEGATIVE', 0.9934595823287964)	('NEGATIVE', 0.9919336438179016)	NEU:  	others: 	:	0
UgzwnG4DP5yg23bbf1B4AaABAg	ചെയ്തു നോക്കാം നന്നായിട്ടുണ്ട്	Jayanthi Ratheesh	0	True	None	Howto_and_Style	It's good to try	('POSITIVE', 0.9806849956512451)	('POSITIVE', 0.9759962558746338)	POS: 	others:  	:	0
Ugz7t08XGwYDnyyudTh4AaABAg	അടിപൊളി ആണല്ലോ ഡിയർ 	Ayshutty world	2	True	None	Howto_and_Style	It's cool, dear	('POSITIVE', 0.9928325414657593)	('POSITIVE', 0.9838415384292603)	POS: 	others: 	:	0
Ugzw21V63JTW3UIV1uZ4AaABAg	കേരള പിറവി ആശംസകൾ	Hima''s creations	1	True	None	Howto_and_Style	Happy Birthday Kerala	('POSITIVE', 0.9979484677314758)	('POSITIVE', 0.9951092600822449)	POS: 	joy: 	:	0
UgzWLpvzYuu6zgy__H94AaABAg	ഞാൻ ഫസ്റ്റ് 	blue eye	3	True	None	Howto_and_Style	I am first	('POSITIVE', 0.8378689885139465)	('POSITIVE', 0.9883913397789001)	POS:  	others: 	:	0
UgwUWT38r6cMvBuZi-J4AaABAg	അടിപൊളി 	my good happiness	0	True	None	Howto_and_Style	Very good	('POSITIVE', 0.9928646087646484)	('POSITIVE', 0.9868872761726379)	POS: 	joy: 	:	0
UgzrtuLPaJ62pSaebtl4AaABAg	ചിക്കൻ മുളകിട്ടത്     	Easy Tips Kitchen	1	False	None	Howto_and_Style	Fried chicken	('POSITIVE', 0.5398131012916565)	('POSITIVE', 0.8287830352783203)	NEU: 	others: 	:	0
Ugza1FJV7aUFJ780YW54AaABAg	തലശ്ശേരി മട്ടൺ ദം ബിരിയാണി   	Easy Tips Kitchen	1	False	None	Howto_and_Style	Thalassery Mutton Dum Biryani	('POSITIVE', 0.7920873761177063)	('NEGATIVE', 0.9998014569282532)	NEU: 	others: 	:	0
UgwyCRGuCiAff5rLvNR4AaABAg	എല്ലാ ചിരിക്കുന്ന ആളുകളുടെയും ഉള്ളിൽ ഉള്ളത് മനസിലാക്കാൻ പാട 	sami azhar motivation channel	3	True	None	Howto_and_Style	Try to understand what's inside all smiling people	('NEGATIVE', 0.9314998388290405)	('POSITIVE', 0.994183361530304)	POS: 	others: 	:	0
Ugxo7clRns30QffTm6V4AaABAg	സൂപ്പർ ടിപ്സ് 	mrudu Santhanvlog	1	True	None	Howto_and_Style	Super tips	('POSITIVE', 0.9949890971183777)	('POSITIVE', 0.999664306640625)	POS: 	others: 	:	0
Ugy3Ev9kbxgHf1fCPJl4AaABAg	ഇത് കൊള്ളാട്ടോ ഞൊടിയിടയിൽ  പലഹാരം റെഡി നാളെ തന്നെ ഒന്ന് തയ്യാറാക്കി നോക്കാം	Deepthi Anil	1	True	None	Howto_and_Style	This is good, the dessert is ready in no time, let's try to prepare one tomorrow	('POSITIVE', 0.8786694407463074)	('POSITIVE', 0.9980447292327881)	POS: 	joy: 	:	0
Ugwe92T3GWiwIss-0N14AaABAg	പലഹാരം കൊള്ളാം ട്ടാ ഇവിടെ വീഡിയോ ഉണ്ട്	Mustho VLOG 030	1	True	None	Howto_and_Style	Here is the video	('NEGATIVE', 0.5056697130203247)	('POSITIVE', 0.6111151576042175)	NEU: 	others: 	:	0
Ugz2Xq8rsXhMRqyCOoV4AaABAg	ഇത് കോട്ടയം നാഗമ്പടതുള്ളതലേ 	Dream videographs	1	True	None	Howto_and_Style	Is this from Kottayam Nagampada?	('NEGATIVE', 0.7101777791976929)	('NEGATIVE', 0.9957274198532104)	NEU: 	others: 	:	0
UgymNHx_lQdeZyF7-S14AaABAg.9D95KZ9sTJ59D95osUrt_6	കുളിസീൻ	sticker mania	1	False	None	Howto_and_Style	Coolcene	('POSITIVE', 0.659929096698761)	('POSITIVE', 0.9555068612098694)	POS: 	others: 	:	0
Ugz2uxzRc4k8sMfw0FB4AaABAg.9DEGYyHatvH9DELu_WEGPf	ചെളി പറ്റിയാൽ വീണ്ടും പഴയ പോലെ	sticker mania	0	False	None	Howto_and_Style	If it gets muddy, it's like old again	('NEGATIVE', 0.856224000453949)	('NEGATIVE', 0.9976402521133423)	NEU:  	others: 	:	0
UgyTDw0n-B1hQ8k37QN4AaABAg	ഇനി ഇങ്ങനെ ഒരു പ്രളയം ആവർത്തിക്കാതിരിക്കട്ടെ 	Ranji Remany N Kutty	1	True	None	Howto_and_Style	Let's not repeat a flood like this again	('POSITIVE', 0.8046945929527283)	('NEGATIVE', 0.9822483062744141)	NEG: 	others:  	:	0
UgwSJzEvBGOL-nFezF54AaABAg.9CwyI4zC9-59CwymHuN65q	ഇൗ വർഷം ഇങ്ങനെ ആണ് ഭായ് 	sticker mania	0	False	None	Howto_and_Style	Bhai, this year is like this	('POSITIVE', 0.7542514204978943)	('NEGATIVE', 0.977616548538208)	NEG:  	others: 	:	0
UgzFG2k5v_0ioC6hIUd4AaABAg.9CwxQdfhAog9CwxloXzqo4	അതേ എത്തിപ്പെടാൻ പറ്റാത്ത പല സ്ഥലങ്ങളും ഉണ്ട് അവിടെ ഇതിലും കഷ്ട്ടം ആയിരുന്നു	sticker mania	0	False	None	Howto_and_Style	There are many inaccessible places where it was even more difficult	('NEGATIVE', 0.9938393235206604)	('NEGATIVE', 0.9999111890792847)	NEG:  	others: 	:	0
UgyK5S3qcT8Y-z6_XJx4AaABAg	ഞാൻ ഫസ്റ്റ്  ഇതു കൊള്ളാലോ ഡിയർ അസ്സലായിട്ടുണ്ട് 	Soumya''s Meals Diary	1	True	None	Howto_and_Style	I am the first one to do this dear	('POSITIVE', 0.9831244945526123)	('POSITIVE', 0.9578464031219482)	NEU: 	others: 	:	0
UgwLHJtTJVcqsTMpbiF4AaABAg	ഗുഡ് റെസിപി	yummy recipes20	1	True	None	Howto_and_Style	Good recipe	('POSITIVE', 0.9882984161376953)	('POSITIVE', 0.9927364587783813)	POS: 	joy:  	:	0
Ugw3osJDHGAQYh_fRQh4AaABAg	നല്ല റെസിപി	simple life in malayalam	1	True	None	Howto_and_Style	Good recipe	('POSITIVE', 0.9882984161376953)	('POSITIVE', 0.9927364587783813)	POS: 	joy:  	:	0
UgwFMExpgC1K6znx98p4AaABAg	ഉണ്ണിയോട്ടൻ ഫസ്റ്റ്	NAHAS FF	2	True	None	Education	Unniyotan First	('NEGATIVE', 0.5378782749176025)	('POSITIVE', 0.5520195364952087)	NEU: 	others: 	:	0
UgzRbiEwq12tnop5KxF4AaABAg	മെസ്സി ഫാൻസ് 	Acegram	16	False	None	Education	Messi fans	('POSITIVE', 0.9411867260932922)	('NEGATIVE', 0.994955837726593)	POS: 	others: 	:	0
UgwX3uH6ji_npO7up5d4AaABAg	ഒരു ആന ഉടമ എങ്ങിനെ ആയിരിക്കണം എന്നതിന് ഉദാഹരണം ആണ് ഇദ്ദേഹം ഒരിക്കൽ മിനി ആനയെ കാണാൻ പോയപ്പോൾ  അവിടെ ചങ്ങലകൾ ഇല്ലാതെ വീട്ട് വളപ്പിലെ പുല്ല് തിന്നുന്നത് കണ്ടപ്പോൾ കൗതുകം ആയിരുന്നു ആനകളെ സ്വന്തം മക്കളെ പോലെ സ്നേഹിച്ച് കൊണ്ട് നടക്കുന്ന നാസർ ഇക്കാക്ക് ഇത് താങ്ങാവുന്നതിലും വലിയ വേദന ആണ് മിനിമോളുടെ വിയോഗത്തിൽ ദുഃഖം രേഖപ്പെടുത്തുന്നു	God''s Own Country Elephants	431	True	None	Education	An example of how an elephant owner should be is when he once went to see the mini elephant and saw it eating the grass in the house compound without chains. Nasser loves the elephants like his own children.	('POSITIVE', 0.9133398532867432)	('POSITIVE', 0.9875353574752808)	POS:  	others: 	:	0
UgxigLNIAH042-FQH0p4AaABAg	ഇപ്പൊ കുഴൽ കിണറും ഗോപ്രോയും മാസ്റ്റർ പീസിന് ഒരു വികാരമായി മാറിയിരിക്കുകയാണ് വീഡിയോസ് എല്ലാം അടിപൊളി ഓരോ കുഴൽക്കിണറിന് അടിയിലേക്ക് പോകുബോയും വളരെ വ്യത്യസ്തമായ കാഴ്ചകൾ  മാസ്റ്റർപീസ് അടിപൊളിയാണ്	GOLDEN vlog	646	False	None	Education	Now tube well and gopro has become a sensation for master piece the videos are all cool go to the bottom of each tube well very different views masterpiece is cool	('POSITIVE', 0.9936394095420837)	('POSITIVE', 0.9893934726715088)	POS: 	joy:  	:	0
UgyofuNiNEbCCa-wNS14AaABAg	ദിവസം കൂടുമ്പോൾ പൈസയും കൂടുന്ന സാനം - പെട്രോൾ	Aravind Sasthapuri	179	True	None	Education	Sanam, which increases by a penny every day - petrol	('POSITIVE', 0.6827654838562012)	('POSITIVE', 0.5907403826713562)	NEU: 	others:  	:	0
UgzYBaSqBFvQou2nPqd4AaABAg	ഇത് കണ്ടപ്പോൾ ആണ് മരക്കാർ സിനിമയിലെ ലാലേട്ടൻ്റെ വാള് ഓർമ വന്നത് 	꧁ P̳e̳r̳f̳e̳c̳t̳ O̳k̳a̳y̳ ꧂	28	True	None	Education	When I saw this, I remembered Lalettan's sword from Marakaar movie	('NEGATIVE', 0.6790221333503723)	('NEGATIVE', 0.7472079992294312)	NEU: 	others: 	:	0
Ugz9NXuTuj57GmMVQqx4AaABAg	മാസ്റ്റർ പീസിന്റെ ഇതുപോലുള്ള വ്യത്യസ്തമായ വീഡിയോകൾ തന്നെയാണ് ഇവരുടെ വിജയത്തിന് കാരണം 	♛ʀᴀɴɪʏᴀ ʀᴀsʜɪᴅ♛	549	True	None	Education	Different videos like this of Master Piece are the reason for their success	('POSITIVE', 0.5392518043518066)	('POSITIVE', 0.9960110187530518)	POS:  	others: 	:	0
Ugyix1LeAbpka8bnHfl4AaABAg	കൊക്കോകോള എന്ന് കാണിച്ചപ്പോൾ കള്ളന്മാരുടെ സൂത്രം  പുറത്തു പറഞ്ഞ ഫിറോസ്ക്ക ഈ അവസരത്തിൽ ഓർമ്മിക്കുന്നു 	A  N  Z  U 🐼	1.3K	False	None	Education	At this point, Firoska remembers revealing the thieves' formula when she was shown Coca-Cola	('NEGATIVE', 0.8039859533309937)	('POSITIVE', 0.5548699498176575)	NEU: 	others: 	:	0
UgxAit22kYbEuL_GvWl4AaABAg	ഇനി ആദിൽ ന്റെ വക തിരിച്ചൊരു മുട്ടൻ പ്രാങ്ക് പ്രതീക്ഷിക്കുന്നവരുണ്ടോ 	꧁ജോർജുകുട്ടി-GK꧂	1K	True	None	Education	Are there people who are expecting a knee-jerk prank from Adil?	('NEGATIVE', 0.8717021942138672)	('NEGATIVE', 0.9989756345748901)	NEG: 	disgust: 	:	1
UgzdzoPaJBWPtIsVSlR4AaABAg	മാസ്റ്റർപീസ്യിലെ രണ്ടുപേരെയും ഞങ്ങൾക്ക് ഇഷ്ടമാണ് 	SREEJITH	187	False	None	Education	We love both of them in Masterpiece	('POSITIVE', 0.999516487121582)	('POSITIVE', 0.9976547956466675)	POS: 	joy: 	:	0
Ugx7uUaSSUbcD8p-bax4AaABAg	പേഴ്സ് ആണ് ഉത്തരം  എന്നുള്ളവർ എനിക്ക് ഒരു പത്തു  ലൈക് തരോ	Anooj Kumar	4.6K	True	None	Education	Those who say purse is the answer, give me ten likes	('POSITIVE', 0.8478594422340393)	('POSITIVE', 0.9972801208496094)	NEU: 	others: 	:	0
UgwI-IVehG-_zg3jCFx4AaABAg	ഫെവി ക്യുക്ക് വെച്ച് ഒട്ടിക്കുമ്പോൾ കയ്യിൽ ആയി പണി ആയവർ ഉണ്ടോ 	MRM**	579	False	None	Education	Is there anyone who has a hand when pasting with Fevi Q?	('NEGATIVE', 0.767816424369812)	('NEGATIVE', 0.8547901511192322)	NEU: 	others: 	:	0
UgzrU-j_x9swAhfULAx4AaABAg	ദുബൈയിൽ നിന്ന് ഓരോ കാഴ്ചകൾ കാണിച്ചിട്ട് മലയാളികളെ കൊതിപ്പിക്കുന്ന മനുസ്സമ്മാർ 	TiNtU_mOn_K.v	398	True	None	Education	Manussammar, who shows every sight from Dubai and makes Malayalis yearn for it	('POSITIVE', 0.9933185577392578)	('POSITIVE', 0.9995051622390747)	NEU: 	others: 	:	0
Ugxkpg0DE6bJUf4MmTB4AaABAg	ഞങ്ങളുടെ കാട്ടറബികൾ  എന്ന വീഡിയോ കണ്ടിരുന്നോ  	MasterPiece Vlog	1.6K	True	None	Education	Have you seen our video 'Kattrabis'?	('POSITIVE', 0.6764338612556458)	('NEGATIVE', 0.9961206316947937)	NEU: 	others: 	:	0
Ugyq1pMRHxFx5XcJfuV4AaABAg	ഈ വീഡിയോക്ക് മുപ്പതിനായിരം ലൈക്കും 5000 കമൻറ് ആയി കഴിഞ്ഞാൽ തീർച്ചയായിട്ടും ബിഗ് നെയ്യപ്പം ഞങ്ങൾ തന്നെ ഉണ്ടാക്കി കാണിക്കും	MasterPiece	987	True	None	Education	If this video reaches 30000 likes and 5000 comments, we will definitely make Big Ghee and show it to you.	('POSITIVE', 0.8196163177490234)	('POSITIVE', 0.5152528882026672)	POS:  	others: 	:	0
Ugyth_-TdjJ-9Gh6oXd4AaABAg	ഇത്രയും മിട്ടായികൾ ഒരുമിച്ച് കണ്ടാൽ എനിക്ക് കേക്കുണ്ടാക്കൊനൊന്നും ക്ഷമ ഉണ്ടാകില്ല 	Ajay	247	False	None	Education	I can't wait to make a cake if I see so many candies together	('POSITIVE', 0.9791420102119446)	('POSITIVE', 0.9999597072601318)	POS: 	joy: 	:	0
Ugxnj0IPyNNZJ5DcMEZ4AaABAg	വീട്ടിൽ കുവ്വ നട്ട് അത് പറിച്ച് ഉരലിൽ ഇടിച്ച് പൊടിയെടുത്തവർ ആരെങ്കിലും ഉണ്ടോ ഇവിടെ	Vineesh k p	387	True	None	Education	Is there anyone here who planted kuvva at home and plucked it and pounded it on the skin to make powder	('NEGATIVE', 0.9729784727096558)	('NEGATIVE', 0.9949550032615662)	NEG: 	others: 	:	0
UgzQWg2cOoqczhq4v8N4AaABAg	ഇത് ഞാൻ കഴിച്ചിട്ടുണ്ട്എന്റെ മോനേ വിട്ട വളി വരെ തീവളി ആയി മാറും	Haroon Sha	15K	True	None	Education	I have eaten this, my dear, until it turns into a fireball	('POSITIVE', 0.5190609097480774)	('POSITIVE', 0.9394469261169434)	NEU: 	others: 	:	0
Ugxdw6iFi4CMq_Ip7ep4AaABAg	സാഹചര്യങ്ങൾക്ക് അനുസരിച്ച് വീഡിയോ ചെയ്യുന്ന ഞാൻ കണ്ടതിൽ വച്ച് ഒരേ ഒരു യൂട്യൂബ് ചാനൽ	SANOOP	28	False	None	Education	The only YouTube channel I've come across that makes videos based on situations	('POSITIVE', 0.6291342377662659)	('NEGATIVE', 0.9064461588859558)	NEU: 	others: 	:	0
UgyHHIiQKv9uNbo5kLR4AaABAg	ഫുൾജാർ   ഈ സുന കുടിക്കാത്തവർ ഉണ്ടെങ്കിൽ ലൈക് അടിച്ച ഞാൻ കുടിച്ചിട്ടില്ല	ദശമൂലം ദാമു DD	10K	True	None	Education	Phuljar If there are people who don't drink this Suna, hit like, I didn't drink it	('NEGATIVE', 0.9923763871192932)	('NEGATIVE', 0.9994871616363525)	NEG:  	others: 	:	0
Ugz3co5xE1sC4gTFTnZ4AaABAg	ഈ വീഡിയോ കണ്ടപ്പോ ചെറുപ്പത്തിൽ കൂട്ടുകാരോടൊപ്പം പോയി മീൻ പിടിച്ചത് ഓർമ്മ വരുന്നുവീഡിയോ സൂപ്പർ ഇനിയും ഇതുപോലുള്ള നാടൻ വീഡിയോകൾ പ്രതീക്ഷിക്കുന്നു	shihab MPM	395	True	None	Education	Watching this video reminds me of going fishing with my friends when I was young. Super video. Looking forward to more country videos like this.	('POSITIVE', 0.9884642958641052)	('POSITIVE', 0.999384880065918)	POS: 	joy: 	:	0
